298.83,658.83
321.05,659.05
363.88,658.88
371.51,659.51
380.43,659.43
408.16,659.16
464.14,660.14
486.41,659.41
494.78,660.78
498.16,1069.2
504.33,1069.3
517.45,1070.4
522.5,1069.5
533.4,704.4
545.11,704.11
554.28,706.28
563.68,727.68
576.18,759.18
587.28,767.28
597.48,767.48
605.51,1025.5
619.97,1057
628.74,1057.7
638.82,1057.8
649.68,1058.7
662.08,1059.1
671.15,1059.1
681.2,1059.2
692.98,1097
699.95,1097
710.62,1096.6
722.58,1096.6
731.73,1096.7
743.24,1096.2
754.8,1096.8
763.63,1123.6
775.08,1124.1
784.01,1126
796.18,1126.2
805.39,1133.4
818.73,1133.7
832.66,1133.7
842.71,1133.7
857.81,1133.8
865.07,1134.1
879.19,1135.2
889.8,1142.8
908.25,1143.2
917.08,1143.1
931.69,1142.7
937,1143
946,1144
964,1144
973,1144
985,1145
998,1145
1013,1146
1026,1147
1038,1151
1046,1153
1055,1158
1069,1164
1076,1165
1092,1208
1102,1224
1117,1253
1127,1253
1139,1265
1152,1270
1162,1273
1173,1275
1184,1277
1198,1280
1210,1283
1223,1284
1245,1284
1266,1290
1280,1296
