248,1434
276,1434
300,1434
325,1438
349,1446
373,1446
373,1446
409,1445
451,1521
477,1521
507,1521
512,1521
553,1522
579,1525
606,1525
630,1525
659,1525
683,1525
708,1525
736,1529
761,1528
788,1528
817,1528
829,1528
853,1528
883,1528
915,1528
936,1528
954,1528
976,1528
1029,1528
1041,1528
1064,1528
1097,1529
1124,1529
1148,1523
1175,1583
1198,1583
1218,1583
1239,1583
1259,1583
1289,1583
1324,1583
1342,1583
1376,1583
1400,1587
1425,1587
1450,1587
1476,1586
1497,1584
1526,1582
1556,1592
1586,1599
