Outlets	Modes	Supercatchment	StreamID
452	1065	40	102
581	1268	40	102
812	2027	40	102
944	2113	40	102
1174	2054	40	102
1401	1733	40	102
1584	1914	40	102
477	1947	40	105
784	1650	40	105
1543	1980	40	105
477	1947	40	106
784	1650	40	106
1392	1838	40	106
1754	1981	40	106
1966	2066	40	106
847	1980	40	107
977	1589	40	107
1517	1984	40	107
1776	2177	40	107
479	1947	40	108
819	1980	40	108
1003	1589	40	108
1603	1941	40	108
451	1065	40	109
581	1268	40	109
737	1980	40	109
1175	2683	40	109
1478	2131	40	109
1943	2454	40	109
2184	2663	40	109
485	612	40	10
756	955	40	10
451	1947	40	110
759	2043	40	110
1507	1954	40	110
1972	2144	40	110
452	1065	40	111
581	1268	40	111
737	1980	40	111
944	2113	40	111
1174	2054	40	111
1300	2539	40	111
1483	1969	40	111
451	1065	40	113
605	1283	40	113
810	2024	40	113
938	2113	40	113
1174	2054	40	113
1397	2075	40	113
1630	2059	40	113
1913	2161	40	113
2066	2291	40	113
477	1947	40	114
785	1650	40	114
944	1814	40	114
1316	1871	40	114
1634	1987	40	114
1792	2007	40	114
763	1649	40	115
944	1814	40	115
1363	1874	40	115
1822	1991	40	115
1922	2069	40	115
451	1065	40	116
605	1283	40	116
737	1980	40	116
938	2113	40	116
1174	2054	40	116
1300	2539	40	116
1631	1982	40	116
1975	2122	40	116
451	1947	40	117
759	2043	40	117
1529	1868	40	117
1880	2140	40	117
451	1947	40	118
759	2043	40	118
1377	2099	40	118
1473	1915	40	118
1757	2164	40	118
1962	2106	40	118
452	1065	40	119
582	1268	40	119
737	1980	40	119
1233	2085	40	119
1677	2283	40	119
451	1947	40	120
833	1980	40	120
2066	2320	40	120
451	1947	40	121
762	2043	40	121
2165	2325	40	121
451	1947	40	122
833	1980	40	122
1831	2194	40	122
451	1947	40	123
833	1980	40	123
1579	2004	40	123
1679	2029	40	123
1961	2330	40	123
451	1065	40	124
605	1283	40	124
810	2024	40	124
938	2113	40	124
1174	2054	40	124
1295	1916	40	124
1397	2075	40	124
1575	2010	40	124
2075	2195	40	124
451	1065	40	125
581	1268	40	125
737	1980	40	125
1174	2054	40	125
1325	2540	40	125
1626	2049	40	125
1866	2329	40	125
2093	2450	40	125
2238	2585	40	125
451	1947	40	126
1350	1907	40	126
1682	2016	40	126
1921	2134	40	126
452	1065	40	128
581	1268	40	128
815	2027	40	128
944	2113	40	128
1174	2054	40	128
1412	2076	40	128
1593	2026	40	128
1801	2101	40	128
2078	2272	40	128
452	1065	40	129
581	1268	40	129
737	1980	40	129
1174	2054	40	129
1376	2071	40	129
1995	2261	40	129
2096	2394	40	129
570	903	40	12
790	971	40	12
1006	1086	40	12
451	1947	40	130
833	1980	40	130
1350	1907	40	130
1639	2156	40	130
451	1947	40	131
754	2043	40	131
1393	2016	40	131
451	1947	40	132
754	2043	40	132
1654	2177	40	132
2114	2317	40	132
451	1947	40	135
759	2043	40	135
2012	2273	40	135
2181	2382	40	135
451	1065	40	137
602	1283	40	137
757	1980	40	137
959	2113	40	137
1266	2088	40	137
1899	2527	40	137
2160	2639	40	137
451	1065	40	138
605	1283	40	138
737	1980	40	138
938	2113	40	138
1249	2086	40	138
2169	2433	40	138
2350	2509	40	138
451	1065	40	139
602	1283	40	139
780	1980	40	139
957	2113	40	139
1187	2683	40	139
1737	2197	40	139
1999	2488	40	139
2222	2564	40	139
2401	2761	40	139
2669	2867	40	139
451	1947	40	140
759	2043	40	140
1572	2274	40	140
1909	2289	40	140
2158	2451	40	140
451	1065	40	141
605	1283	40	141
757	1980	40	141
938	2113	40	141
1187	2683	40	141
1601	2547	40	141
1739	2046	40	141
1932	2400	40	141
2417	2647	40	141
451	1065	40	142
605	1283	40	142
737	1980	40	142
938	2113	40	142
1174	2054	40	142
1325	2540	40	142
1813	2168	40	142
2042	2308	40	142
2290	2440	40	142
451	1947	40	144
762	2043	40	144
2027	2200	40	144
2189	2366	40	144
451	1947	40	145
754	2043	40	145
1926	2292	40	145
2438	2560	40	145
451	1947	40	146
759	2043	40	146
1999	2272	40	146
2127	2382	40	146
451	1947	40	147
759	2043	40	147
1580	2284	40	147
1678	2158	40	147
1914	2264	40	147
2255	2408	40	147
451	1947	40	148
754	2043	40	148
1573	2284	40	148
1678	2146	40	148
451	1065	40	149
605	1283	40	149
757	1980	40	149
959	2113	40	149
1160	2054	40	149
1320	2539	40	149
1803	2311	40	149
597	867	40	14
896	1001	40	14
451	1065	40	150
581	1268	40	150
737	1980	40	150
1174	2054	40	150
1325	2540	40	150
1813	2296	40	150
2095	2498	40	150
2376	2483	40	150
451	1947	40	151
754	2043	40	151
1675	2266	40	151
2190	2686	40	151
451	1065	40	152
605	1283	40	152
757	1980	40	152
938	2113	40	152
1174	2054	40	152
1320	2539	40	152
1938	2452	40	152
2319	2639	40	152
2607	2728	40	152
451	1947	40	155
759	2043	40	155
1686	2277	40	155
2406	3030	40	155
451	1947	40	156
754	2043	40	156
1675	2277	40	156
2010	2228	40	156
2133	2719	40	156
727	864	40	15
451	1947	40	160
759	2043	40	160
1573	2284	40	160
2160	2834	40	160
2498	2972	40	160
451	1947	40	161
754	2043	40	161
1573	2284	40	161
2347	2465	40	161
451	1065	40	162
602	1283	40	162
757	1980	40	162
959	2113	40	162
1187	2683	40	162
2050	2434	40	162
2466	2629	40	162
451	1065	40	163
602	1283	40	163
780	1980	40	163
959	2113	40	163
1160	2054	40	163
1313	2539	40	163
2052	2349	40	163
2179	2402	40	163
2286	2493	40	163
451	1947	40	164
759	2043	40	164
2093	2437	40	164
2355	2498	40	164
2489	2608	40	164
451	1065	40	165
581	1268	40	165
737	1980	40	165
1174	2054	40	165
1325	2540	40	165
2122	2401	40	165
2318	2694	40	165
451	1065	40	166
602	1283	40	166
757	1980	40	166
959	2113	40	166
1160	2054	40	166
1313	2539	40	166
2380	2747	40	166
2692	2911	40	166
451	1065	40	167
602	1283	40	167
780	1980	40	167
957	2113	40	167
1187	2683	40	167
451	1947	40	168
754	2043	40	168
1573	2284	40	168
2112	2763	40	168
2702	3152	40	168
451	1947	40	169
754	2043	40	169
1569	2284	40	169
2126	2751	40	169
2507	2745	40	169
2618	2993	40	169
451	1065	40	170
602	1283	40	170
780	1980	40	170
959	2113	40	170
1187	2683	40	170
2561	2894	40	170
451	1065	40	171
605	1283	40	171
737	1980	40	171
938	2113	40	171
1198	2683	40	171
1603	2547	40	171
2147	2651	40	171
2588	2806	40	171
451	1065	40	172
602	1283	40	172
780	1980	40	172
959	2113	40	172
1187	2683	40	172
1593	2547	40	172
2147	2707	40	172
2255	2778	40	172
451	1065	40	173
602	1283	40	173
780	1980	40	173
957	2113	40	173
1187	2683	40	173
451	1065	40	174
605	1283	40	174
757	1980	40	174
938	2113	40	174
1198	2683	40	174
451	1065	40	175
602	1283	40	175
757	1980	40	175
959	2113	40	175
1187	2683	40	175
2311	2935	40	175
451	1065	40	176
602	1283	40	176
780	1980	40	176
959	2113	40	176
1187	2683	40	176
2556	2874	40	176
451	1065	40	177
602	1283	40	177
757	1980	40	177
959	2113	40	177
1187	2683	40	177
451	1065	40	178
602	1283	40	178
780	1980	40	178
959	2054	40	178
1313	2539	40	178
2531	2988	40	178
2833	3156	40	178
3018	3214	40	178
451	1065	40	179
602	1283	40	179
780	1980	40	179
957	2113	40	179
1160	2054	40	179
1333	2540	40	179
2684	2911	40	179
451	1065	40	180
605	1283	40	180
757	1980	40	180
938	2054	40	180
1320	2539	40	180
2056	2639	40	180
2734	3003	40	180
2864	3113	40	180
451	1065	40	181
602	1283	40	181
757	1980	40	181
959	2054	40	181
1290	2539	40	181
2074	2639	40	181
2462	3096	40	181
484	1947	40	19
666	1253	40	19
802	1225	40	20
1062	1275	40	20
559	908	40	22
919	1025	40	22
454	1067	40	23
699	984	40	23
916	1078	40	23
540	908	40	24
689	983	40	24
540	878	40	25
840	1175	40	25
457	1067	40	26
747	969	40	26
923	1127	40	26
452	1065	40	27
581	1247	40	27
736	1330	40	27
1126	1528	40	27
454	1067	40	28
588	1235	40	28
600	1235	40	29
793	1036	40	29
1012	1129	40	29
479	585	40	2
587	649	40	2
458	1067	40	32
831	1016	40	32
454	1067	40	33
616	1284	40	33
782	1070	40	33
889	1117	40	33
1075	1179	40	33
483	1947	40	34
841	1041	40	34
1085	1394	40	34
454	1067	40	35
588	1268	40	35
818	1118	40	35
1024	1207	40	35
1263	1406	40	35
454	1067	40	36
588	1268	40	36
806	1133	40	36
1040	1233	40	36
454	1067	40	37
669	1015	40	37
794	1396	40	37
1383	1636	40	37
643	919	40	38
802	952	40	38
908	1186	40	38
646	919	40	39
755	1044	40	39
893	1111	40	39
454	1067	40	41
669	1015	40	41
799	1123	40	41
1084	1453	40	41
1368	1509	40	41
454	1067	40	42
648	1015	40	42
809	1394	40	42
1308	1666	40	42
484	1947	40	43
823	1073	40	43
454	1067	40	46
588	1268	40	46
948	1238	40	46
1135	1384	40	46
451	1065	40	47
581	1268	40	47
913	1509	40	47
1455	1744	40	47
1707	1910	40	47
454	1067	40	48
610	1283	40	48
898	1286	40	48
1321	1651	40	48
454	1067	40	49
588	958	40	49
730	1033	40	49
1083	1210	40	49
