163,1803
173,1799
189,1799
221,1799
226,1799
269,1799
304,1799
308,1799
347,1800
378,1800
428,1800
441,1800
465,1801
504,1821
512,1821
570,1821
582,1821
621,1823
642,1823
664,1845
665,2557
677,2557
714,2557
735,2557
765,2557
793,2557
821,2557
841,2557
860,2558
875,2558
912,2558
953,2559
972,2559
1004,2561
1029,2561
1046,2561
1081,2569
1102,2570
1104,2570
1154,2569
1185,2570
1210,2570
1235,2570
1262,2569
1288,2569
1312,2569
1367,2574
1391,2574
1419,2574
1443,2574
1491,2574
1505,2617
1532,2094
1574,2094
1592,2095
1631,2095
1664,2095
1696,2096
1706,2169
1725,2169
1744,2169
1769,2169
1798,2206
1834,2207
1855,2211
1870,2226
1900,2241
1932,2242
1961,2242
1994,2245
2027,2256
2071,2265
2106,2268
2135,2269
2157,2267
2179,2273
2206,2278
2235,2280
2253,2282
