244,1145
268,1148
295,2397
320,2398
344,2399
368,2400
396,2402
421,2402
444,2402
472,2403
497,2405
522,2405
538,2406
546,2407
582,2411
610,2411
649,2411
675,2411
698,2411
716,2245
750,2242
776,2242
795,2241
825,2239
851,2231
877,2231
896,2231
927,2230
954,2231
972,2230
1001,2227
1024,2226
1052,2227
1078,2226
1104,2227
1124,2226
1154,2227
1182,2637
1203,2637
1229,2636
1253,2636
1281,2636
1299,2636
1338,2636
1353,2634
1381,2634
1406,2634
1421,2634
1458,2633
1483,2633
1511,2633
1533,2633
1536,2633
1585,2829
1607,2830
1627,2830
1661,2830
1701,2830
1701,2830
1756,2830
1756,2830
1786,2830
1816,2830
1839,2830
1864,2830
1884,2830
1910,2830
1938,2837
1963,2837
1989,2837
2013,2837
2042,2838
2065,2838
2089,2841
2117,2841
2140,2847
2165,2847
2188,2933
2218,2934
2239,2934
2267,2934
2292,2934
2317,2935
2340,2935
2368,2944
2393,2944
2416,2961
2443,2953
2468,2953
2498,2953
2512,2953
2546,2954
2572,2954
2591,2955
2615,2895
2642,2894
2669,2894
2694,2894
2724,2899
2747,2900
2777,3000
2807,3001
2832,3001
2856,3010
2887,3036
2909,3034
2942,3038
2971,3043
2989,3044
3022,3049
