Outlets	Modes	Supercatchment	StreamID
294	1199	26	104
417	1193	26	104
551	1239	26	104
664	1201	26	104
956	1233	26	104
1131	1401	26	104
305	1306	26	105
551	1628	26	105
652	1688	26	105
847	1404	26	105
1115	1675	26	105
1478	1776	26	105
305	1306	26	106
551	1628	26	106
652	1688	26	106
1100	1689	26	106
294	1199	26	107
373	1143	26	107
650	1389	26	107
942	1271	26	107
1440	1634	26	107
294	1199	26	108
417	1193	26	108
551	1239	26	108
643	1129	26	108
1077	1375	26	108
1275	1475	26	108
294	1199	26	109
417	1193	26	109
551	1239	26	109
643	1129	26	109
969	1345	26	109
1090	1508	26	109
294	1199	26	110
417	1193	26	110
786	1322	26	110
955	1195	26	110
1126	1382	26	110
1343	1735	26	110
294	1199	26	111
437	2119	26	111
812	1642	26	111
1723	1819	26	111
294	1199	26	112
437	2119	26	112
812	1642	26	112
1013	1581	26	112
1415	1725	26	112
294	1199	26	114
437	2119	26	114
1041	1761	26	114
1591	1889	26	114
1779	1888	26	114
294	1199	26	115
417	1193	26	115
600	1509	26	115
1041	1697	26	115
1251	1753	26	115
1381	1788	26	115
294	1199	26	116
417	1193	26	116
600	1509	26	116
1210	1797	26	116
1653	2037	26	116
294	1199	26	118
437	2090	26	118
1172	1659	26	118
1436	1766	26	118
1646	1989	26	118
1942	2050	26	118
294	1199	26	119
437	2119	26	119
1144	1580	26	119
1243	1652	26	119
1594	1808	26	119
497	849	26	11
652	988	26	11
294	1199	26	120
417	1193	26	120
551	1239	26	120
643	1152	26	120
1007	1257	26	120
1195	1426	26	120
1327	1536	26	120
294	1199	26	121
417	1193	26	121
551	1239	26	121
643	1152	26	121
1007	1275	26	121
1146	1571	26	121
1557	1673	26	121
1657	1736	26	121
294	1199	26	122
407	2118	26	122
1149	2022	26	122
1783	2206	26	122
1983	2198	26	122
2190	2362	26	122
294	1199	26	123
417	1193	26	123
839	1574	26	123
1242	1905	26	123
1610	2169	26	123
294	1199	26	124
373	1143	26	124
674	1425	26	124
936	1565	26	124
1170	1684	26	124
294	1199	26	125
373	1143	26	125
674	1425	26	125
936	1565	26	125
294	1199	26	126
417	1193	26	126
551	1239	26	126
664	1202	26	126
1088	1294	26	126
1286	1434	26	126
294	1199	26	127
417	1193	26	127
551	1239	26	127
664	1202	26	127
1149	1522	26	127
1247	1589	26	127
294	1199	26	128
437	2090	26	128
880	1814	26	128
1479	1977	26	128
2037	2130	26	128
294	1199	26	129
417	1193	26	129
551	1239	26	129
786	1322	26	129
1334	1628	26	129
294	1199	26	133
437	2119	26	133
922	1642	26	133
1533	1798	26	133
294	1199	26	134
437	2119	26	134
922	1660	26	134
1219	1856	26	134
294	1199	26	137
417	1193	26	137
813	2270	26	137
1270	1678	26	137
1406	1794	26	137
1681	2186	26	137
2120	2299	26	137
294	1199	26	138
437	2119	26	138
1257	1586	26	138
294	1199	26	139
417	1193	26	139
890	2063	26	139
1230	1792	26	139
1467	1883	26	139
1689	2366	26	139
1884	2528	26	139
513	943	26	13
698	1040	26	13
1034	1155	26	13
294	1199	26	140
417	1193	26	140
890	2063	26	140
1168	1658	26	140
1612	2300	26	140
1942	2405	26	140
2266	2460	26	140
2370	2526	26	140
294	1199	26	141
417	1193	26	141
786	1322	26	141
1410	1694	26	141
1679	1808	26	141
294	1199	26	142
417	1193	26	142
551	1239	26	142
786	1322	26	142
1336	1656	26	142
294	1199	26	143
417	1193	26	143
813	2270	26	143
1266	1831	26	143
1447	1945	26	143
1583	2064	26	143
1709	2168	26	143
2188	2388	26	143
294	1199	26	144
417	1193	26	144
760	1775	26	144
1612	1961	26	144
1951	2496	26	144
305	1306	26	145
551	1628	26	145
782	1688	26	145
1269	2054	26	145
1609	2129	26	145
1734	2011	26	145
305	1306	26	146
551	1628	26	146
811	1839	26	146
1362	1689	26	146
1617	1868	26	146
1774	1985	26	146
294	1199	26	148
417	1193	26	148
839	1574	26	148
1358	1733	26	148
486	1032	26	14
840	1205	26	14
1028	1271	26	14
294	1199	26	150
417	1193	26	150
839	1574	26	150
1299	1926	26	150
1536	2136	26	150
1778	2218	26	150
294	1199	26	154
417	1193	26	154
551	1239	26	154
786	1322	26	154
1349	1704	26	154
294	1199	26	158
437	2119	26	158
1350	1910	26	158
1873	2028	26	158
294	1199	26	159
407	2118	26	159
2009	2397	26	159
305	1306	26	15
911	1853	26	15
1269	2054	26	15
1609	2129	26	15
1734	2011	26	15
305	1306	26	160
551	1628	26	160
811	1839	26	160
1320	1690	26	160
1570	1906	26	160
