250,2088
273,2088
297,2089
305,2089
309,2089
324,2356
369,2357
398,2357
417,2358
450,2359
485,2360
511,2372
535,2372
563,2373
590,2373
613,2374
640,2374
664,2374
698,2375
709,2375
711,2375
772,2376
797,2376
820,2376
823,2377
833,2377
893,2378
893,2384
940,2383
973,2383
996,2382
1005,2382
1032,2382
1087,2395
1111,2395
1133,2395
1142,2395
1163,2469
1208,2469
1243,2469
1257,2496
1257,2496
1270,2508
1270,2508
1388,2508
1399,2508
1401,2508
1411,2592
1466,2592
1499,2593
1531,2631
1546,2631
1578,2631
1602,2633
1629,2633
1655,2633
1682,2633
1695,2633
1728,2417
1752,2417
1769,2417
1803,2611
1829,2416
1854,2415
1874,2650
1904,2650
1920,2650
1955,2661
1975,2662
2007,2668
2034,2668
2045,2667
2063,2608
2096,2609
2142,2608
2142,2608
2188,2609
2211,2609
2245,2572
2272,2574
2298,2576
2299,2575
2323,2579
2358,2576
2376,2588
2403,2624
2434,2628
2456,2631
2476,2634
2509,2636
2539,2641
2567,2644
2585,2639
2610,2642
2638,2677
2679,2700
2700,2711
